"date","value"
"2013/4/28","136"
"2013/4/29","147"
"2013/4/30","147"
"2013/5/1","140"
"2013/5/2","126"
"2013/5/3","108"
"2013/5/4","115"
"2013/5/5","119"
"2013/5/6","125"
"2013/5/7","113"
"2013/5/8","116"
"2013/5/9","113"
"2013/5/10","122"
"2013/5/11","119"
"2013/5/12","117"
"2013/5/13","119"
"2013/5/14","120"
"2013/5/15","116"
"2013/5/16","119"
"2013/5/17","125"
"2013/5/18","125"
"2013/5/19","125"
"2013/5/20","124"
"2013/5/21","123"
"2013/5/22","124"
"2013/5/23","127"
"2013/5/24","134"
"2013/5/25","133"
"2013/5/26","136"
"2013/5/27","135"
"2013/5/28","131"
"2013/5/29","133"
"2013/5/30","132"
"2013/5/31","130"
"2013/6/1","130"
"2013/6/2","129"
"2013/6/3","123"
"2013/6/4","124"
"2013/6/5","123"
"2013/6/6","123"
"2013/6/7","119"
"2013/6/8","111"
"2013/6/9","109"
"2013/6/10","110"
"2013/6/11","110"
"2013/6/12","112"
"2013/6/13","110"
"2013/6/14","105"
"2013/6/15","104"
"2013/6/16","102"
"2013/6/17","102"
"2013/6/18","111"
"2013/6/19","110"
"2013/6/20","114"
"2013/6/21","115"
"2013/6/22","110"
"2013/6/23","109"
"2013/6/24","108"
"2013/6/25","106"
"2013/6/26","105"
"2013/6/27","104"
"2013/6/28","102"
"2013/6/29","100"
"2013/6/30","98"
"2013/7/1","98"
"2013/7/2","92"
"2013/7/3","91"
"2013/7/4","83"
"2013/7/5","80"
"2013/7/6","75"
"2013/7/7","75"
"2013/7/8","80"
"2013/7/9","78"
"2013/7/10","87"
"2013/7/11","90"
"2013/7/12","104"
"2013/7/13","98"
"2013/7/14","99"
"2013/7/15","102"
"2013/7/16","100"
"2013/7/17","100"
"2013/7/18","99"
"2013/7/19","95"
"2013/7/20","93"
"2013/7/21","92"
"2013/7/22","92"
"2013/7/23","97"
"2013/7/24","96"
"2013/7/25","97"
"2013/7/26","97"
"2013/7/27","97"
"2013/7/28","101"
"2013/7/29","103"
"2013/7/30","108"
"2013/7/31","111"
"2013/8/1","108"
"2013/8/2","108"
"2013/8/3","106"
"2013/8/4","106"
"2013/8/5","108"
"2013/8/6","107"
"2013/8/7","107"
"2013/8/8","107"
"2013/8/9","106"
"2013/8/10","104"
"2013/8/11","105"
"2013/8/12","108"
"2013/8/13","109"
"2013/8/14","115"
"2013/8/15","113"
"2013/8/16","112"
"2013/8/17","114"
"2013/8/18","115"
"2013/8/19","123"
"2013/8/20","123"
"2013/8/21","125"
"2013/8/22","124"
"2013/8/23","122"
"2013/8/24","121"
"2013/8/25","123"
"2013/8/26","123"
"2013/8/27","127"
"2013/8/28","127"
"2013/8/29","124"
"2013/8/30","136"
"2013/8/31","141"
"2013/9/1","146"
"2013/9/2","147"
"2013/9/3","138"
"2013/9/4","145"
"2013/9/5","131"
"2013/9/6","127"
"2013/9/7","126"
"2013/9/8","125"
"2013/9/9","129"
"2013/9/10","130"
"2013/9/11","138"
"2013/9/12","136"
"2013/9/13","138"
"2013/9/14","136"
"2013/9/15","131"
"2013/9/16","133"
"2013/9/17","133"
"2013/9/18","133"
"2013/9/19","132"
"2013/9/20","136"
"2013/9/21","129"
"2013/9/22","134"
"2013/9/23","133"
"2013/9/24","127"
"2013/9/25","130"
"2013/9/26","135"
"2013/9/27","135"
"2013/9/28","136"
"2013/9/29","141"
"2013/9/30","138"
"2013/10/1","135"
"2013/10/2","134"
"2013/10/3","124"
"2013/10/4","130"
"2013/10/5","130"
"2013/10/6","130"
"2013/10/7","130"
"2013/10/8","127"
"2013/10/9","132"
"2013/10/10","132"
"2013/10/11","132"
"2013/10/12","136"
"2013/10/13","139"
"2013/10/14","144"
"2013/10/15","145"
"2013/10/16","152"
"2013/10/17","147"
"2013/10/18","156"
"2013/10/19","177"
"2013/10/20","175"
"2013/10/21","185"
"2013/10/22","196"
"2013/10/23","214"
"2013/10/24","217"
"2013/10/25","199"
"2013/10/26","188"
"2013/10/27","196"
"2013/10/28","199"
"2013/10/29","205"
"2013/10/30","209"
"2013/10/31","205"
"2013/11/1","207"
"2013/11/2","208"
"2013/11/3","215"
"2013/11/4","231"
"2013/11/5","251"
"2013/11/6","263"
"2013/11/7","304"
"2013/11/8","339"
"2013/11/9","371"
"2013/11/10","351"
"2013/11/11","351"
"2013/11/12","363"
"2013/11/13","414"
"2013/11/14","426"
"2013/11/15","438"
"2013/11/16","450"
"2013/11/17","501"
"2013/11/18","704"
"2013/11/19","806"
"2013/11/20","600"
"2013/11/21","733"
"2013/11/22","781"
"2013/11/23","845"
"2013/11/24","807"
"2013/11/25","811"
"2013/11/26","929"
"2013/11/27","1002"
"2013/11/28","1078"
"2013/11/29","1147"
"2013/11/30","1156"
"2013/12/1","1133"
"2013/12/2","1055"
"2013/12/3","1096"
"2013/12/4","1156"
"2013/12/5","1154"
"2013/12/6","1042"
"2013/12/7","855"
"2013/12/8","803"
"2013/12/9","922"
"2013/12/10","997"
"2013/12/11","1002"
"2013/12/12","902"
"2013/12/13","942"
"2013/12/14","905"
"2013/12/15","886"
"2013/12/16","882"
"2013/12/17","755"
"2013/12/18","679"
"2013/12/19","707"
"2013/12/20","729"
"2013/12/21","654"
"2013/12/22","667"
"2013/12/23","681"
"2013/12/24","684"
"2013/12/25","683"
"2013/12/26","778"
"2013/12/27","778"
"2013/12/28","747"
"2013/12/29","749"
"2013/12/30","767"
"2013/12/31","761"
"2014/1/1","775"
"2014/1/2","820"
"2014/1/3","834"
"2014/1/4","860"
"2014/1/5","952"
"2014/1/6","1017"
"2014/1/7","966"
"2014/1/8","871"
"2014/1/9","864"
"2014/1/10","871"
"2014/1/11","921"
"2014/1/12","929"
"2014/1/13","861"
"2014/1/14","856"
"2014/1/15","873"
"2014/1/16","866"
"2014/1/17","843"
"2014/1/18","841"
"2014/1/19","871"
"2014/1/20","886"
"2014/1/21","881"
"2014/1/22","870"
"2014/1/23","852"
"2014/1/24","822"
"2014/1/25","861"
"2014/1/26","897"
"2014/1/27","893"
"2014/1/28","833"
"2014/1/29","837"
"2014/1/30","831"
"2014/1/31","832"
"2014/2/1","854"
"2014/2/2","845"
"2014/2/3","826"
"2014/2/4","840"
"2014/2/5","837"
"2014/2/6","820"
"2014/2/7","783"
"2014/2/8","722"
"2014/2/9","712"
"2014/2/10","704"
"2014/2/11","712"
"2014/2/12","673"
"2014/2/13","658"
"2014/2/14","692"
"2014/2/15","662"
"2014/2/16","665"
"2014/2/17","657"
"2014/2/18","646"
"2014/2/19","632"
"2014/2/20","628"
"2014/2/21","583"
"2014/2/22","614"
"2014/2/23","640"
"2014/2/24","608"
"2014/2/25","541"
"2014/2/26","604"
"2014/2/27","594"
"2014/2/28","584"
"2014/3/1","573"
"2014/3/2","570"
"2014/3/3","703"
"2014/3/4","696"
"2014/3/5","674"
"2014/3/6","670"
"2014/3/7","665"
"2014/3/8","635"
"2014/3/9","644"
"2014/3/10","645"
"2014/3/11","638"
"2014/3/12","648"
"2014/3/13","644"
"2014/3/14","640"
"2014/3/15","639"
"2014/3/16","638"
"2014/3/17","633"
"2014/3/18","622"
"2014/3/19","622"
"2014/3/20","610"
"2014/3/21","605"
"2014/3/22","573"
"2014/3/23","570"
"2014/3/24","587"
"2014/3/25","585"
"2014/3/26","590"
"2014/3/27","581"
"2014/3/28","526"
"2014/3/29","505"
"2014/3/30","492"
"2014/3/31","483"
"2014/4/1","495"
"2014/4/2","495"
"2014/4/3","450"
"2014/4/4","455"
"2014/4/5","464"
"2014/4/6","466"
"2014/4/7","463"
"2014/4/8","457"
"2014/4/9","456"
"2014/4/10","443"
"2014/4/11","430"
"2014/4/12","440"
"2014/4/13","427"
"2014/4/14","470"
"2014/4/15","519"
"2014/4/16","542"
"2014/4/17","534"
"2014/4/18","499"
"2014/4/19","504"
"2014/4/20","511"
"2014/4/21","511"
"2014/4/22","503"
"2014/4/23","493"
"2014/4/24","500"
"2014/4/25","500"
"2014/4/26","465"
"2014/4/27","459"
"2014/4/28","448"
"2014/4/29","452"
"2014/4/30","451"
"2014/5/1","461"
"2014/5/2","458"
"2014/5/3","449"
"2014/5/4","440"
"2014/5/5","441"
"2014/5/6","448"
"2014/5/7","446"
"2014/5/8","448"
"2014/5/9","453"
"2014/5/10","456"
"2014/5/11","455"
"2014/5/12","442"
"2014/5/13","442"
"2014/5/14","447"
"2014/5/15","450"
"2014/5/16","451"
"2014/5/17","452"
"2014/5/18","450"
"2014/5/19","448"
"2014/5/20","491"
"2014/5/21","494"
"2014/5/22","525"
"2014/5/23","542"
"2014/5/24","525"
"2014/5/25","576"
"2014/5/26","588"
"2014/5/27","590"
"2014/5/28","579"
"2014/5/29","577"
"2014/5/30","618"
"2014/5/31","625"
"2014/6/1","672"
"2014/6/2","666"
"2014/6/3","674"
"2014/6/4","669"
"2014/6/5","664"
"2014/6/6","661"
"2014/6/7","657"
"2014/6/8","659"
"2014/6/9","658"
"2014/6/10","660"
"2014/6/11","657"
"2014/6/12","638"
"2014/6/13","615"
"2014/6/14","601"
"2014/6/15","593"
"2014/6/16","609"
"2014/6/17","611"
"2014/6/18","616"
"2014/6/19","612"
"2014/6/20","600"
"2014/6/21","599"
"2014/6/22","606"
"2014/6/23","603"
"2014/6/24","597"
"2014/6/25","584"
"2014/6/26","582"
"2014/6/27","600"
"2014/6/28","604"
"2014/6/29","604"
"2014/6/30","645"
"2014/7/1","658"
"2014/7/2","657"
"2014/7/3","651"
"2014/7/4","648"
"2014/7/5","633"
"2014/7/6","639"
"2014/7/7","637"
"2014/7/8","627"
"2014/7/9","627"
"2014/7/10","626"
"2014/7/11","632"
"2014/7/12","637"
"2014/7/13","635"
"2014/7/14","627"
"2014/7/15","625"
"2014/7/16","623"
"2014/7/17","626"
"2014/7/18","629"
"2014/7/19","629"
"2014/7/20","629"
"2014/7/21","624"
"2014/7/22","624"
"2014/7/23","624"
"2014/7/24","620"
"2014/7/25","607"
"2014/7/26","602"
"2014/7/27","599"
"2014/7/28","595"
"2014/7/29","588"
"2014/7/30","585"
"2014/7/31","586"
"2014/8/1","598"
"2014/8/2","595"
"2014/8/3","589"
"2014/8/4","592"
"2014/8/5","590"
"2014/8/6","587"
"2014/8/7","591"
"2014/8/8","598"
"2014/8/9","592"
"2014/8/10","594"
"2014/8/11","592"
"2014/8/12","577"
"2014/8/13","573"
"2014/8/14","546"
"2014/8/15","518"
"2014/8/16","521"
"2014/8/17","520"
"2014/8/18","499"
"2014/8/19","486"
"2014/8/20","518"
"2014/8/21","532"
"2014/8/22","521"
"2014/8/23","514"
"2014/8/24","513"
"2014/8/25","508"
"2014/8/26","513"
"2014/8/27","521"
"2014/8/28","516"
"2014/8/29","512"
"2014/8/30","509"
"2014/8/31","505"
"2014/9/1","485"
"2014/9/2","483"
"2014/9/3","482"
"2014/9/4","494"
"2014/9/5","491"
"2014/9/6","489"
"2014/9/7","488"
"2014/9/8","490"
"2014/9/9","477"
"2014/9/10","487"
"2014/9/11","482"
"2014/9/12","480"
"2014/9/13","482"
"2014/9/14","480"
